,sample_mean_score,sample_variance_score,scores
0,-0.1999999999999985,0.0,-0.1999999999999985
1,-0.1999999999999985,0.0,-0.1999999999999985
2,-0.16999999999999849,0.002700000000000005,-0.10999999999999843
3,-0.04499999999999818,0.06430000000000032,0.33000000000000274
4,0.19600000000000237,0.33863000000000154,1.1600000000000046
5,0.13833333333333556,0.290856666666668,-0.14999999999999847
6,0.2785714285714308,0.38004761904762024,1.1200000000000023
7,0.2925000000000023,0.32730714285714385,0.390000000000003
8,0.23777777777778,0.3133444444444454,-0.1999999999999985
9,0.19400000000000217,0.29769333333333425,-0.1999999999999985
10,0.15818181818182028,0.28203636363636453,-0.1999999999999985
11,0.12833333333333538,0.26708787878787965,-0.1999999999999985
12,0.15384615384615602,0.25329230769230854,0.4600000000000035
13,0.13428571428571642,0.23916483516483597,-0.11999999999999844
14,0.13600000000000217,0.22212571428571506,0.16000000000000258
15,0.11562500000000213,0.2139595833333341,-0.1899999999999985
16,0.10764705882353151,0.20166911764705955,-0.01999999999999824
17,0.09055555555555762,0.19506437908496801,-0.1999999999999985
18,0.1363157894736864,0.22401345029239852,0.9600000000000044
19,0.13100000000000217,0.21278842105263243,0.030000000000001803
20,0.11523809523809737,0.2073661904761913,-0.1999999999999985
21,0.19909090909091132,0.35218008658008765,1.960000000000004
22,0.1817391304347848,0.34309683794466506,-0.1999999999999985
23,0.1929166666666689,0.33117807971014596,0.4500000000000035
24,0.1772000000000022,0.32355433333333433,-0.1999999999999985
25,0.16269230769230986,0.31608446153846254,-0.1999999999999985
26,0.20000000000000223,0.34150769230769334,1.1700000000000037
27,0.21214285714285938,0.3329878306878317,0.5400000000000027
28,0.2231034482758643,0.32457931034482856,0.5300000000000027
29,0.2090000000000022,0.31935413793103545,-0.1999999999999985
30,0.19516129032258284,0.31464580645161383,-0.21999999999999864
31,0.1940625000000022,0.3045345766129041,0.16000000000000192
32,0.1830303030303052,0.2990342803030312,-0.16999999999999849
33,0.19558823529411987,0.2953344919786105,0.6100000000000034
34,0.18514285714285933,0.2904668907563034,-0.16999999999999849
35,0.18694444444444663,0.28228468253968336,0.2500000000000018
36,0.1856756756756779,0.27450300300300384,0.14000000000000257
37,0.17552631578947586,0.2709983641536281,-0.1999999999999985
38,0.1792307692307714,0.2644020242914988,0.32000000000000184
39,0.16975000000000215,0.2612178846153854,-0.1999999999999985
40,0.1897560975609778,0.2710974390243911,0.990000000000004
41,0.19857142857143079,0.26774912891986147,0.5600000000000029
42,0.19651162790697896,0.26155658914728763,0.11000000000000276
43,0.1875000000000022,0.2590470930232566,-0.1999999999999985
44,0.20555555555555777,0.2678297979797988,1.000000000000003
45,0.20608695652174133,0.2618910144927544,0.23000000000000176
46,0.19744680851064048,0.25970638297872417,-0.1999999999999985
47,0.19916666666666885,0.25432269503546173,0.280000000000002
48,0.19081632653061442,0.2524409863945586,-0.20999999999999863
49,0.22540000000000224,0.30709065306122546,1.9200000000000048
50,0.217058823529414,0.30449717647058916,-0.1999999999999985
51,0.2217307692307715,0.29966165158371133,0.4600000000000042
52,0.21679245283019094,0.2951914368650227,-0.03999999999999826
53,0.21370370370370595,0.290136967155836,0.05000000000000182
54,0.21000000000000224,0.28551851851851945,0.010000000000001785
55,0.20267857142857365,0.28332905844155937,-0.1999999999999985
56,0.21000000000000224,0.2813250000000009,0.6200000000000037
57,0.22793103448276086,0.29503774954628037,1.2500000000000024
58,0.22067796610169715,0.29305470485096524,-0.1999999999999985
59,0.2136666666666689,0.29103717514124383,-0.1999999999999985
60,0.20688524590164156,0.2889918032786894,-0.1999999999999985
61,0.2003225806451635,0.28692448439978935,-0.1999999999999985
62,0.19396825396825618,0.28484045058883856,-0.19999999999999862
63,0.1901562500000022,0.2812491815476199,-0.04999999999999827
64,0.19107692307692528,0.2769097596153855,0.25000000000000266
65,0.18515151515151734,0.27496689976690064,-0.1999999999999985
66,0.18477611940298727,0.27081017639077426,0.1600000000000028
67,0.1791176470588257,0.2689454784899043,-0.1999999999999985
68,0.17376811594203115,0.26696500426257547,-0.1899999999999985
69,0.17171428571428787,0.26339122153209193,0.030000000000001803
70,0.16647887323943877,0.26157456740442736,-0.1999999999999985
71,0.1670833333333355,0.25791672535211346,0.2100000000000024
72,0.1620547945205501,0.2561804414003052,-0.1999999999999985
73,0.16081081081081297,0.25278563495001927,0.07000000000000184
74,0.15600000000000216,0.2511054054054062,-0.1999999999999985
75,0.15131578947368637,0.24942491228070252,-0.1999999999999985
76,0.15961038961039178,0.25144063568011016,0.7900000000000027
77,0.1551282051282073,0.2497421911421919,-0.1899999999999985
78,0.1553164556962047,0.24654316780266222,0.1700000000000026
79,0.15087500000000215,0.24500049050632985,-0.1999999999999985
80,0.1756790123456812,0.2917723456790132,2.1600000000000055
81,0.17109756097561193,0.28989137308039836,-0.1999999999999985
82,0.17240963855421906,0.286499000881576,0.28000000000000336
83,0.16797619047619267,0.28469826448651836,-0.1999999999999985
84,0.1636470588235316,0.28290201680672356,-0.1999999999999985
85,0.15941860465116495,0.28111142270861916,-0.1999999999999985
86,0.15563218390804812,0.2790900026730829,-0.16999999999999849
87,0.1529545454545476,0.27651300940438955,-0.07999999999999785
88,0.16078651685393475,0.27883005617977613,0.8500000000000039
89,0.15677777777777993,0.2771434332084903,-0.1999999999999985
90,0.15758241758241973,0.2741229792429801,0.23000000000000198
91,0.15369565217391518,0.27250047778308734,-0.1999999999999985
92,0.1562365591397871,0.2701389434315109,0.3900000000000037
93,0.17659574468085326,0.3061968885838491,2.0700000000000056
94,0.1726315789473706,0.30443236282194946,-0.1999999999999985
95,0.17364583333333553,0.3013265679824571,0.2700000000000018
96,0.17185567010309497,0.298498603951891,1.7763568394002505e-15
97,0.1680612244897981,0.29683228487271296,-0.1999999999999985
98,0.1644444444444466,0.2950984126984137,-0.1899999999999985
99,0.16060000000000216,0.29359559595959694,-0.21999999999999864
100,0.15970297029703187,0.29074091089109005,0.07000000000000273
101,0.15882352941176686,0.2879411764705892,0.07000000000000184
102,0.16349514563107012,0.2873660955644403,0.6400000000000037
103,0.16000000000000214,0.28584660194174855,-0.1999999999999985
104,0.16428571428571642,0.2850266483516493,0.6100000000000032
105,0.16150943396226627,0.2831291284815822,-0.12999999999999845
106,0.16177570093458157,0.2804656850643635,0.19000000000000217
107,0.15842592592592805,0.27905637763932245,-0.1999999999999985
108,0.1553211009174333,0.277523275569148,-0.1799999999999985
109,0.1520000000000021,0.2761904587155972,-0.20999999999999863
110,0.15018018018018228,0.2740472399672409,-0.04999999999999827
111,0.14705357142857353,0.2726732223294732,-0.1999999999999985
112,0.14849557522124104,0.2704736093552474,0.31000000000000205
113,0.1517543859649144,0.2692907002018329,0.520000000000002
114,0.15208695652174123,0.26694122044241125,0.19000000000000217
115,0.14905172413793313,0.2656886581709154,-0.1999999999999985
116,0.14606837606837816,0.2644395814913065,-0.1999999999999985
117,0.14372881355932413,0.2628252933507179,-0.12999999999999845
118,0.14084033613445587,0.26159081327446315,-0.1999999999999985
119,0.14758333333333545,0.26484873249299806,0.950000000000004
120,0.14487603305785335,0.26352852617079975,-0.1799999999999985
121,0.15581967213114967,0.2759617192792314,1.4800000000000044
122,0.15308943089431107,0.274616606690658,-0.1799999999999985
123,0.1502419354838731,0.27338937188565526,-0.1999999999999985
124,0.15840000000000215,0.2795038709677429,1.1700000000000041
125,0.1621428571428593,0.2790329714285724,0.6300000000000037
126,0.1591338582677187,0.27796829146356805,-0.21999999999999864
127,0.16281250000000216,0.27751171259842616,0.6300000000000028
128,0.16000000000000217,0.27636406250000095,-0.1999999999999985
129,0.16746153846154066,0.2814593977340499,1.1300000000000046
130,0.16854961832061288,0.27944941867293105,0.31000000000000316
131,0.17090909090909312,0.2780510756419163,0.48000000000000353
132,0.17082706766917516,0.27594552289815544,0.16000000000000258
133,0.16805970149253954,0.27489695881494874,-0.1999999999999985
134,0.16829629629629853,0.27285304588170356,0.2000000000000024
135,0.16889705882353165,0.2708809967320271,0.2500000000000031
136,0.16620437956204603,0.26988254615714996,-0.1999999999999985
137,0.16362318840579934,0.2688320321591039,-0.1899999999999985
138,0.16618705035971448,0.2677976749035563,0.5200000000000036
139,0.16550000000000226,0.2659371582733822,0.07000000000000206
140,0.16290780141844197,0.2649850557244184,-0.1999999999999985
141,0.1603521126760586,0.2640332084706832,-0.1999999999999985
142,0.15783216783217008,0.2630818871269585,-0.1999999999999985
143,0.15534722222222447,0.26213134712509806,-0.1999999999999985
144,0.15289655172414018,0.26118182950191665,-0.1999999999999985
145,0.15047945205479676,0.26023356164383654,-0.1999999999999985
146,0.14870748299319952,0.25891270151896467,-0.10999999999999821
147,0.15520270270270495,0.2633951967273405,1.1100000000000032
148,0.1554362416107405,0.2616236259749692,0.19000000000000217
149,0.19246666666666895,0.4655556196868022,5.710000000000007
150,0.19801324503311488,0.4670973598234009,1.030000000000004
151,0.19539473684210756,0.465046200766819,-0.1999999999999985
152,0.19281045751634215,0.46300849673202754,-0.1999999999999985
153,0.1933116883116906,0.46002098718275325,0.2700000000000027
154,0.19083870967742164,0.4579817595307932,-0.1899999999999985
155,0.19346153846154074,0.4561001985111676,0.6000000000000021
156,0.19509554140127616,0.4535956638902513,0.4500000000000026
157,0.19537974683544532,0.4507192816254146,0.24000000000000266
158,0.19377358490566265,0.4482768091712457,-0.05999999999999828
159,0.19131250000000227,0.4464265683962278,-0.1999999999999985
160,0.191242236024847,0.4436371972049703,0.18000000000000194
