,sample_mean_score,sample_variance_score,scores,MSE loss_mean,MSE loss_variance
0,0.020000000000003126,0.0,0.020000000000003126,0.03155567973071458,8.147743744214786e-05
1,0.3000000000000037,0.15680000000000066,0.5800000000000043,0.033184976700913874,9.021523985557387e-05
2,0.21000000000000352,0.10270000000000043,0.030000000000003135,0.03429774045944221,0.00010197049612546858
3,0.1775000000000035,0.07269166666666696,0.0800000000000034,0.03486138917190355,0.000103427912599133
4,0.27000000000000357,0.0973000000000003,0.6400000000000039,0.03529308803457746,0.0001029256077362333
5,0.2516666666666702,0.07985666666666691,0.16000000000000347,0.03566939751026482,0.00010297759038369693
6,0.3028571428571465,0.08489047619047647,0.6100000000000043,0.035818499239112095,0.00010214446582727419
7,0.2687500000000036,0.08206964285714313,0.030000000000003135,0.03598308865373919,0.00010427289633004051
8,0.31222222222222595,0.08881944444444478,0.6600000000000048,0.036001626012476466,0.00010412137989395688
9,0.2840000000000037,0.0869155555555559,0.030000000000003135,0.03612741932067419,0.000105438318546688
10,0.2700000000000037,0.08038000000000031,0.13000000000000345,0.036207994170042515,0.00010635283285554018
11,0.3016666666666704,0.08510606060606092,0.6500000000000044,0.03630788817145387,0.000106349942798923
12,0.30076923076923456,0.07802435897435926,0.29000000000000403,0.03634333630175919,0.00010600588601854523
13,0.5142857142857141,0.710272527472504,3.2899999999999485,0.036403411137716384,0.00010687808207192349
14,0.48200000000000004,0.6751742857142637,0.030000000000003135,0.03648124289557373,0.00010705087665436167
15,0.4537500000000002,0.642931666666646,0.030000000000003135,0.03647273819337579,0.00010666559771007941
16,0.4723529411764711,0.6086316176470397,0.7700000000000049,0.03652615642167021,0.00010740021063462862
17,0.47333333333333405,0.5728470588235114,0.4900000000000042,0.03650345915881114,0.00010702443379272656
18,0.4615789473684219,0.5436473684210354,0.2500000000000038,0.036492956734887554,0.0001063442727830063
19,0.440500000000001,0.5239207894736679,0.040000000000003144,0.036509535335662806,0.00010630475815091137
20,0.4209523809523821,0.505749047619032,0.030000000000003135,0.03652201028847255,0.00010587632651946677
21,0.4222727272727285,0.48170411255409773,0.4500000000000042,0.03655225517249913,0.000105592390115929
22,0.42478260869565354,0.4599533596837803,0.480000000000004,0.03655960161430369,0.00010572091781048293
23,0.4358333333333348,0.44288623188404447,0.6900000000000037,0.03655228616204511,0.00010546915335906475
24,0.4624000000000012,0.44207733333332005,1.0999999999999954,0.03655619316958493,0.00010524446342709367
25,0.4538461538461552,0.42629661538460256,0.240000000000004,0.03656861897730304,0.00010531592379229477
26,0.44444444444444586,0.4122871794871671,0.20000000000000395,0.036568877922788984,0.00010516073746789344
27,0.4410714285714301,0.3973358465608346,0.3500000000000041,0.03657258445379355,0.000105225874529788
28,0.42655172413793263,0.389259113300481,0.020000000000003126,0.03657329043391784,0.00010521248128596594
29,0.44833333333333497,0.3900695402298739,1.080000000000003,0.036530535177362926,0.00010492823312083754
30,0.440322580645163,0.3790565591397741,0.20000000000000373,0.036491123643807924,0.00010439586580978641
31,0.43281250000000177,0.3686337701612798,0.20000000000000373,0.03647478089904749,0.00010416178578928303
32,0.4206060606060624,0.36203087121211097,0.030000000000003135,0.03645498687179363,0.00010384451497616869
33,0.40911764705882536,0.3555476827094375,0.030000000000003135,0.036429473007888916,0.00010387995230978387
34,0.401142857142859,0.3473163025209987,0.13000000000000345,0.03642039046790437,0.00010396309163863439
35,0.39638888888889084,0.3382065873015779,0.23000000000000376,0.03639198375301752,0.00010406360166318486
36,0.3864864864864885,0.3324400900900809,0.030000000000003135,0.03637361676301542,0.00010392823373703056
37,0.3821052631578968,0.32418463726883884,0.22000000000000397,0.03636344393499755,0.00010438329549054994
38,0.37307692307692514,0.31883238866395885,0.030000000000003135,0.03634909173261881,0.00010446038388546122
39,0.3645000000000021,0.3135997435897351,0.030000000000003135,0.036320756470510654,0.00010427299726306096
40,0.36756097560975826,0.3061439024390161,0.4900000000000042,0.03628783176099308,0.00010421793351380893
41,0.3650000000000022,0.2989524390243821,0.2600000000000038,0.036261021175007596,0.00010414075747290186
