,sample_mean_score,sample_variance_score,scores,Actor (Policy Function) Loss_mean,Actor (Policy Function) Loss_variance
0,0.030000000000003135,0.0,0.030000000000003135,0.0,0.0
1,0.26000000000000356,0.1058000000000004,0.490000000000004,0.0,0.0
2,0.4466666666666703,0.15743333333333365,0.8200000000000038,0.0,0.0
3,0.3425000000000035,0.14835833333333365,0.030000000000003135,0.0,0.0
4,0.7660000000000003,1.0080299999999867,2.4599999999999875,0.0,0.0
5,0.8616666666666661,0.8613366666666549,1.3399999999999948,0.0,0.0
6,0.7428571428571429,0.8165904761904654,0.030000000000003135,0.0,0.0
7,0.9074999999999985,0.916792857142844,2.059999999999988,0.0,0.0
8,0.9899999999999975,0.863449999999987,1.6499999999999895,0.0,0.0
9,0.8939999999999981,0.8596711111110984,0.030000000000003135,0.0,0.0
10,0.8154545454545441,0.8415672727272605,0.030000000000003135,0.0,0.0
11,0.9199999999999977,0.8962181818181686,2.069999999999988,0.0,0.0
12,0.910769230769229,0.8226410256410133,0.8000000000000049,0.0,0.0
13,0.8964285714285701,0.7622401098900984,0.7100000000000042,0.0,0.0
14,0.9219999999999987,0.7176028571428466,1.2799999999999991,0.0,0.0
15,0.879999999999999,0.6979866666666563,0.250000000000004,0.0,0.0
16,0.8299999999999993,0.6968624999999898,0.030000000000003135,0.0,0.0
17,0.8083333333333329,0.6643205882352843,0.4400000000000046,0.0,0.0
18,0.806315789473684,0.6274912280701661,0.7700000000000045,0.0,0.0
19,0.8479999999999993,0.6292168421052535,1.6399999999999897,0.0,0.0
20,0.8090476190476186,0.6296190476190382,0.030000000000003135,0.0,0.0
21,0.8031818181818179,0.6003941558441468,0.6800000000000039,0.0,0.0
22,0.8199999999999997,0.5796090909090824,1.190000000000001,0.0,0.0
23,0.8224999999999999,0.5545586956521658,0.8800000000000043,0.0,0.0
24,0.7988000000000001,0.5454943333333254,0.23000000000000376,0.0,0.0
25,0.7746153846153848,0.5388818461538384,0.17000000000000348,0.0,0.0
26,0.7470370370370374,0.5386908831908755,0.030000000000003135,0.0,0.0
27,0.7350000000000004,0.5227962962962889,0.4100000000000039,0.0,0.0
28,0.7227586206896557,0.5084706896551652,0.38000000000000433,0.0,0.0
29,0.7843333333333334,0.6046805747126351,2.5699999999999887,0.0,0.0
30,0.7596774193548389,0.6033698924731099,0.020000000000003126,0.0,0.0
31,0.7368750000000003,0.6005447580645079,0.030000000000003135,0.0,0.0
32,0.7996969696969696,0.7120155303030208,2.809999999999988,0.0,0.0
33,0.7955882352941177,0.6910132798573883,0.6600000000000046,0.0,0.0
34,0.7737142857142859,0.6874357983193186,0.030000000000003135,0.0,0.0
35,0.7530555555555558,0.6831589682539593,0.030000000000003135,0.0,0.0
36,0.7654054054054057,0.6698255255255168,1.2100000000000006,0.0,0.0
37,0.7602631578947372,0.6527269559032631,0.5700000000000038,0.0,0.0
38,0.7656410256410261,0.6366778677462804,0.9700000000000044,0.0,0.0
39,0.7472500000000005,0.633881987179479,0.030000000000003135,0.0,0.0
40,0.7295121951219518,0.6309347560975528,0.020000000000003126,0.0,0.0
41,0.7128571428571434,0.6271965156794345,0.030000000000003135,0.0,0.0
42,0.6983720930232564,0.6212853820597928,0.09000000000000341,0.0,0.0
43,0.7043181818181825,0.6083925475687028,0.9600000000000044,0.0,0.0
44,0.698222222222223,0.5962376767676693,0.4300000000000046,0.0,0.0
45,0.6895652173913052,0.5864353623188332,0.30000000000000426,0.0,0.0
46,0.6755319148936179,0.5829426456984201,0.030000000000003135,0.0,0.0
47,0.6618750000000009,0.579492154255312,0.020000000000003126,0.0,0.0
48,0.6489795918367356,0.5755676870748229,0.030000000000003135,0.0,0.0
49,0.6530000000000009,0.5646295918367278,0.8500000000000043,0.0,0.0
50,0.6407843137254912,0.5609473725490127,0.030000000000003135,0.0,0.0
51,0.6311538461538472,0.5547711915535377,0.14000000000000368,0.0,0.0
52,0.6324528301886804,0.5441919448475986,0.7000000000000044,0.0,0.0
53,0.6214814814814826,0.5404241788958705,0.040000000000003144,0.0,0.0
54,0.6107272727272739,0.5367772390572326,0.030000000000003135,0.0,0.0
55,0.6016071428571441,0.5316755519480456,0.10000000000000342,0.0,0.0
56,0.6117543859649135,0.528050438596485,1.1800000000000008,0.0,0.0
57,0.6306896551724148,0.5395819721718023,1.7099999999999882,0.0,0.0
58,0.6333898305084756,0.530709000584447,0.7900000000000045,0.0,0.0
59,0.6233333333333344,0.5277819209039484,0.030000000000003135,0.0,0.0
60,0.6150819672131158,0.5231387431693926,0.12000000000000344,0.0,0.0
61,0.6056451612903236,0.5200840031729181,0.030000000000003135,0.0,0.0
62,0.5965079365079377,0.5169553507424414,0.030000000000003135,0.0,0.0
63,0.5910937500000012,0.5106257688492003,0.250000000000004,0.0,0.0
64,0.5824615384615397,0.5074907211538401,0.030000000000003135,0.0,0.0
65,0.5989393939393949,0.5176034731934666,1.669999999999982,0.0,0.0
66,0.6022388059701502,0.5104903663500613,0.8200000000000038,0.0,0.0
67,0.6183823529411773,0.520592866549598,1.6999999999999884,0.0,0.0
68,0.6156521739130443,0.5134514066496095,0.43000000000000393,0.0,0.0
69,0.6154285714285723,0.5060135817805316,0.6000000000000048,0.0,0.0
70,0.6071830985915502,0.503611951710255,0.030000000000003135,0.0,0.0
71,0.6051388888888898,0.4968196987480373,0.4600000000000042,0.0,0.0
72,0.6067123287671242,0.49010015220699515,0.7200000000000049,0.0,0.0
73,0.5989189189189199,0.4878810070344254,0.030000000000003135,0.0,0.0
74,0.6058666666666677,0.48490836036035406,1.120000000000002,0.0,0.0
75,0.5982894736842116,0.48280636842104635,0.030000000000003135,0.0,0.0
76,0.6089610389610399,0.48522259056732114,1.4199999999999962,0.0,0.0
77,0.610897435897437,0.4792134698634637,0.7600000000000049,0.0,0.0
78,0.6035443037974695,0.477341123012003,0.030000000000003135,0.0,0.0
79,0.5963750000000012,0.47541074367088004,0.030000000000003135,0.0,0.0
80,0.6066666666666678,0.47804749999999385,1.4299999999999955,0.0,0.0
81,0.6247560975609766,0.49897833483889736,2.0899999999999874,0.0,0.0
82,0.6191566265060251,0.4954956215104255,0.16000000000000347,0.0,0.0
83,0.6121428571428582,0.49365800344233435,0.030000000000003135,0.0,0.0
84,0.6052941176470599,0.4917680672268844,0.030000000000003135,0.0,0.0
85,0.6056976744186058,0.48599656634746297,0.6400000000000043,0.0,0.0
86,0.608160919540231,0.4808733226409989,0.8200000000000038,0.0,0.0
87,0.6015909090909102,0.4791445663531809,0.030000000000003135,0.0,0.0
88,0.603370786516855,0.47398169050050465,0.7600000000000049,0.0,0.0
89,0.6022222222222233,0.46877478152309016,0.5000000000000042,0.0,0.0
90,0.5985714285714298,0.46477904761904165,0.27000000000000335,0.0,0.0
91,0.6119565217391314,0.47615437171523484,1.8299999999999816,0.0,0.0
92,0.625806451612904,0.4888180925666132,1.8999999999999881,0.0,0.0
93,0.6302127659574477,0.4853870510180671,1.0400000000000043,0.0,0.0
94,0.6364210526315798,0.48388492721163967,1.22,0.0,0.0
95,0.6512500000000007,0.49990157894736165,2.059999999999988,0.0,0.0
96,0.6449484536082482,0.4985460910652853,0.040000000000003144,0.0,0.0
97,0.6444897959183681,0.4934270565958275,0.6000000000000039,0.0,0.0
98,0.638181818181819,0.4923313543599191,0.020000000000003126,0.0,0.0
99,0.6333000000000009,0.4897415252525186,0.15000000000000369,0.0,0.0
100,0.63910891089109,0.48825219801979536,1.22,0.0,0.0
101,0.637549019607844,0.4836662104445673,0.480000000000004,0.0,0.0
102,0.6357281553398068,0.4792658861602829,0.4500000000000044,0.0,0.0
103,0.6364423076923087,0.4746658607169465,0.7100000000000042,0.0,0.0
104,0.6305714285714296,0.4737208241758178,0.020000000000003126,0.0,0.0
105,0.6262264150943406,0.4712103863432102,0.17000000000000348,0.0,0.0
106,0.6206542056074776,0.47008730382647934,0.030000000000003135,0.0,0.0
107,0.6287037037037047,0.47269176185530687,1.4899999999999947,0.0,0.0
108,0.6259633027522945,0.4691335541963919,0.3300000000000043,0.0,0.0
109,0.6205454545454555,0.4680584153461155,0.030000000000003135,0.0,0.0
110,0.6192792792792803,0.46398129402128774,0.480000000000004,0.0,0.0
111,0.6141071428571439,0.46279739382238755,0.040000000000003144,0.0,0.0
112,0.6134513274336293,0.45871387484196596,0.5400000000000038,0.0,0.0
113,0.6143859649122817,0.45475404440303685,0.7200000000000042,0.0,0.0
114,0.6100869565217402,0.4528903432494218,0.12000000000000366,0.0,0.0
